,date_,store,department,item,unit_price,quantity,on_promotion,promotion_type
234,20120102,362,3,153171,8.0,4.9056892,N,0
235,20120102,362,3,194771,3.94,6.9122524,N,0
236,20120102,362,3,194781,7.34,9.751262,Y,5
237,20120102,362,3,228016,10.0,15.98456,Y,4
238,20120102,362,3,280116,6.94,6.727806,N,0
239,20120102,362,3,417014,4.0,4.1065254,N,0
240,20120102,362,3,447058,11.98,36.54924,Y,6
241,20120102,362,3,456076,4.0,14.457428,Y,5
242,20120102,362,3,471651,7.94,5.7476273,N,0
243,20120102,362,3,573599,4.54,22.215902,N,0
244,20120102,362,3,573602,4.54,22.31078,N,0
245,20120102,362,3,573607,4.54,11.884276,N,0
246,20120102,362,3,573609,4.54,13.446235,N,0
247,20120102,362,3,587131,5.54,5.8077335,N,0
248,20120102,362,3,590267,1.94,19.217272,N,0
249,20120102,362,4,82660,3.71,99.83266,Y,6
250,20120102,362,4,82686,1.46,21.167927,N,0
251,20120102,362,4,82689,3.7,14.993945,N,0
252,20120102,362,4,82701,2.95,13.11878,N,0
253,20120102,362,4,183628,2.5,15.066013,N,0
254,20120102,362,4,255476,2.2,21.41477,N,0
255,20120102,362,4,255489,2.2,95.01889,Y,6
256,20120102,362,4,255494,1.45,25.907839,N,0
257,20120102,362,4,335781,2.36,137.27551,N,0
258,20120102,362,4,345376,2.52,22.554,N,0
259,20120102,362,4,407217,1.91,263.0169,Y,6
260,20120102,362,4,409559,3.7,9.304637,N,0
261,20120102,362,4,411406,4.45,9.0427685,N,0
262,20120102,362,4,431714,2.66,20.733765,N,0
263,20120102,362,4,455721,3.7,37.129395,Y,6
264,20120102,362,4,467757,5.95,8.363684,N,0
265,20120102,362,4,495886,5.95,17.978893,N,0
266,20120102,362,4,501396,3.7,26.94696,Y,5
267,20120102,362,4,530037,5.95,9.730208,N,0
268,20120102,362,4,532196,2.66,48.398384,N,0
269,20120102,362,4,536428,4.45,21.779747,N,0
270,20120102,362,4,555947,5.95,8.030483,N,0
271,20120102,364,1,593171,10.0,3.1083941,N,0
272,20120102,364,2,8598,6.39,51.482704,Y,6
273,20120102,364,2,22631,12.84,8.241266,N,0
274,20120102,364,2,423218,14.91,19.771986,Y,6
275,20120102,364,2,482591,23.94,3.076572,N,0
276,20120102,364,2,487334,9.0,5.8211403,N,0
277,20120102,364,2,519483,34.32,2.2668307,N,0
278,20120102,364,2,533283,6.0,14.556505,N,0
279,20120102,364,2,568499,3.0,101.996544,Y,6
280,20120102,364,2,570153,11.91,20.304863,N,0
281,20120102,364,2,577654,25.41,3.9245996,N,0
282,20120102,364,2,586937,3.0,10.668893,N,0
283,20120102,364,2,592729,11.31,5.0190763,N,0
284,20120102,364,3,3683,1.76,22.196121,Y,5
285,20120102,364,3,92418,2.34,13.24609,N,0
286,20120102,364,3,108037,3.98,5.166052,N,0
287,20120102,364,3,153171,8.0,4.220722,N,0
288,20120102,364,3,194781,7.34,7.1738462,Y,5
289,20120102,364,3,228016,11.94,8.168159,N,0
290,20120102,364,3,346126,21.94,3.9019306,N,0
291,20120102,364,3,417014,4.0,3.3867896,N,0
292,20120102,364,3,447058,11.98,24.580343,Y,6
293,20120102,364,3,456076,4.0,10.716103,Y,5
294,20120102,364,3,471651,7.94,4.6253314,N,0
295,20120102,364,3,496031,17.94,4.1831384,Y,6
296,20120102,364,3,515246,4.94,5.4134345,N,0
297,20120102,364,3,573607,4.54,7.7216353,N,0
298,20120102,364,3,573609,4.54,8.386199,N,0
299,20120102,364,3,587131,5.54,4.485159,N,0
300,20120102,364,3,590267,1.94,12.431121,N,0
301,20120102,364,4,82660,3.7,77.96905,Y,6
302,20120102,364,4,82686,1.46,14.274205,N,0
303,20120102,364,4,82689,3.71,10.074704,N,0
304,20120102,364,4,82701,2.95,8.086124,N,0
305,20120102,364,4,183628,2.5,9.50639,N,0
306,20120102,364,4,255476,2.21,13.394463,N,0
307,20120102,364,4,255489,2.2,66.20053,Y,6
308,20120102,364,4,255494,1.46,17.289404,N,0
309,20120102,364,4,335757,3.7,15.31985,Y,5
310,20120102,364,4,335781,2.36,111.442696,N,0
311,20120102,364,4,345376,2.52,14.791364,N,0
312,20120102,364,4,407217,1.91,225.18385,Y,6
313,20120102,364,4,409559,3.7,6.119877,N,0
314,20120102,364,4,431714,2.66,14.075166,N,0
315,20120102,364,4,455721,3.71,25.492897,Y,6
316,20120102,364,4,467757,4.45,10.159355,Y,3
317,20120102,364,4,489718,5.96,12.050732,N,0
318,20120102,364,4,495886,5.96,13.026638,N,0
319,20120102,364,4,501396,3.7,19.342834,Y,5
320,20120102,364,4,530037,5.95,6.7301884,N,0
321,20120102,364,4,532196,2.66,30.508715,N,0
322,20120102,364,4,536428,4.46,14.513511,N,0
323,20120102,364,4,555947,5.96,6.685494,N,0
324,20120102,380,1,346366,10.0,6.6427927,N,0
325,20120102,380,1,593171,10.0,3.2962565,N,0
326,20120102,380,2,8598,6.39,84.46004,Y,6
327,20120102,380,2,22631,12.84,13.053703,N,0
328,20120102,380,2,102257,10.41,44.153526,N,0
329,20120102,380,2,404470,11.91,28.61283,Y,3
330,20120102,380,2,419546,23.94,3.325434,N,0
331,20120102,380,2,423218,14.91,31.839882,Y,6
332,20120102,380,2,482591,23.94,2.7754593,N,0
333,20120102,380,2,487331,9.0,19.261272,N,0
334,20120102,380,2,487334,9.0,9.686924,N,0
335,20120102,380,2,517989,22.41,2.6187246,N,0
336,20120102,380,2,533283,6.0,26.148428,N,0
337,20120102,380,2,540535,6.0,10.8042145,N,0
338,20120102,380,2,568499,3.0,162.91994,Y,6
339,20120102,380,2,570153,11.91,33.511932,N,0
340,20120102,380,2,586937,3.0,24.568663,N,0
341,20120102,380,2,592729,11.31,5.7566967,N,0
342,20120102,380,3,3683,1.76,46.208347,Y,5
343,20120102,380,3,20376,7.54,8.546303,N,0
344,20120102,380,3,36907,7.94,8.228502,N,0
345,20120102,380,3,90263,11.94,18.65434,Y,6
346,20120102,380,3,92418,2.34,27.13268,N,0
347,20120102,380,3,108037,3.98,8.829098,N,0
348,20120102,380,3,194771,3.94,8.771747,N,0
349,20120102,380,3,194781,7.34,10.7018585,Y,5
350,20120102,380,3,228016,10.0,14.314191,N,0
351,20120102,380,3,417014,4.0,4.0788116,N,0
352,20120102,380,3,447058,11.98,40.204277,Y,6
353,20120102,380,3,456076,4.0,17.130943,Y,5
354,20120102,380,3,471651,9.94,4.319825,N,0
355,20120102,380,3,496031,17.94,4.748893,Y,6
356,20120102,380,3,573599,4.54,26.434122,N,0
357,20120102,380,3,573602,4.54,26.639175,N,0
358,20120102,380,3,573607,4.54,13.508669,N,0
359,20120102,380,3,573609,4.54,15.608701,N,0
360,20120102,380,3,587131,5.54,6.6921024,N,0
361,20120102,380,3,590267,1.94,21.722466,N,0
362,20120102,380,4,82660,3.7,127.45598,Y,6
363,20120102,380,4,82686,1.45,34.502205,N,0
364,20120102,380,4,82701,2.95,17.05526,N,0
365,20120102,380,4,183628,2.5,20.961988,N,0
366,20120102,380,4,255476,2.2,30.288898,N,0
367,20120102,380,4,255489,2.2,121.73988,Y,6
368,20120102,380,4,255494,1.45,38.046486,N,0
369,20120102,380,4,335757,3.7,31.756428,Y,5
370,20120102,380,4,335781,2.36,162.73009,N,0
371,20120102,380,4,345376,2.52,32.10376,N,0
372,20120102,380,4,407217,1.91,291.11508,Y,6
373,20120102,380,4,409559,2.82,31.341002,Y,3
374,20120102,380,4,411406,4.46,11.4756975,N,0
375,20120102,380,4,431714,2.2,33.792206,N,0
376,20120102,380,4,455721,3.7,52.94242,Y,6
377,20120102,380,4,467757,5.95,11.75963,N,0
378,20120102,380,4,495886,5.96,23.370562,N,0
379,20120102,380,4,501396,3.71,40.052124,Y,5
380,20120102,380,4,530037,5.95,12.0689745,N,0
381,20120102,380,4,532196,2.66,74.18672,N,0
382,20120102,380,4,536428,4.45,25.776863,N,0
383,20120102,380,4,555947,5.95,9.639919,N,0
384,20120102,383,1,95467,10.0,4.5876637,N,0
385,20120102,383,1,346366,10.0,6.4716935,N,0
386,20120102,383,1,466879,12.0,3.1590843,N,0
387,20120102,383,1,544579,8.0,7.787648,N,0
388,20120102,383,2,8598,6.39,12.365969,N,0
389,20120102,383,2,263931,17.91,4.0211945,N,0
390,20120102,383,2,451332,29.82,2.4424918,N,0
391,20120102,383,2,482591,23.94,3.6072874,N,0
392,20120102,383,2,487334,9.0,7.4976897,N,0
393,20120102,383,2,568499,3.75,10.073074,N,0
394,20120102,383,2,570153,11.91,22.565495,N,0
395,20120102,383,2,577654,25.41,4.5585766,N,0
396,20120102,383,2,586937,3.0,14.199526,N,0
397,20120102,383,2,592729,11.31,5.6868114,N,0
398,20120102,383,3,3683,1.76,25.352982,Y,5
399,20120102,383,3,20376,7.54,7.254364,N,0
400,20120102,383,3,36907,7.94,7.262803,N,0
401,20120102,383,3,90263,12.94,4.449899,N,0
402,20120102,383,3,92418,2.34,15.853174,N,0
403,20120102,383,3,92433,2.34,7.6735296,N,0
404,20120102,383,3,108037,3.98,6.859614,N,0
405,20120102,383,3,153171,8.0,5.0563765,N,0
406,20120102,383,3,194771,3.94,6.1430955,N,0
407,20120102,383,3,194781,7.34,8.553084,Y,5
408,20120102,383,3,280116,8.94,5.7381434,N,0
409,20120102,383,3,417014,4.0,4.9067073,N,0
410,20120102,383,3,456076,4.0,11.912973,Y,5
411,20120102,383,3,471651,7.94,6.023285,N,0
412,20120102,383,3,515246,4.94,7.2901897,N,0
413,20120102,383,3,573599,4.54,16.025503,N,0
414,20120102,383,3,573602,4.54,17.345829,N,0
415,20120102,383,3,573609,4.54,10.881624,N,0
416,20120102,383,3,587131,5.54,6.248105,N,0
417,20120102,383,3,590267,1.94,16.45958,N,0
418,20120102,383,4,82660,3.7,76.812195,Y,6
419,20120102,383,4,82686,1.88,13.110765,N,0
420,20120102,383,4,82701,1.48,14.7918415,N,0
421,20120102,383,4,183628,1.48,29.434118,Y,2
422,20120102,383,4,255476,2.2,15.087434,N,0
423,20120102,383,4,255489,2.2,64.91406,Y,6
424,20120102,383,4,255494,1.46,18.46553,N,0
425,20120102,383,4,335757,3.7,16.537735,Y,5
426,20120102,383,4,335781,2.25,109.42659,N,0
427,20120102,383,4,345376,3.38,13.984822,N,0
428,20120102,383,4,407217,1.91,217.11668,Y,6
429,20120102,383,4,409559,3.7,7.89635,N,0
430,20120102,383,4,411406,4.5,7.515314,N,0
431,20120102,383,4,431714,1.88,17.254135,N,0
432,20120102,383,4,467757,5.95,7.5411983,N,0
433,20120102,383,4,495886,5.21,15.380664,N,0
434,20120102,383,4,501396,3.7,19.685926,Y,5
435,20120102,383,4,530037,4.5,10.074864,N,0
436,20120102,383,4,532196,2.25,36.538593,N,0
437,20120102,383,4,536428,4.5,16.442175,N,0
438,20120102,383,4,555947,5.96,7.7052736,N,0
439,20120102,390,1,70400,60.0,0.72450244,N,0
440,20120102,390,1,95467,10.0,4.560644,N,0
441,20120102,390,1,95470,10.0,3.5690815,N,0
442,20120102,390,1,544579,4.0,13.59781,N,0
443,20120102,390,1,593171,10.0,3.3455017,N,0
444,20120102,390,2,8598,6.39,81.696175,Y,6
445,20120102,390,2,22631,12.84,12.685272,N,0
446,20120102,390,2,404470,12.54,20.268192,N,0
447,20120102,390,2,423218,14.91,30.552685,Y,6
448,20120102,390,2,451332,29.82,1.7040546,N,0
449,20120102,390,2,486878,7.41,5.6061974,N,0
450,20120102,390,2,487331,9.0,18.740757,N,0
451,20120102,390,2,516965,14.91,34.65553,Y,6
452,20120102,390,2,519483,34.32,1.8846838,N,0
453,20120102,390,2,533283,6.0,25.44065,N,0
454,20120102,390,2,568499,3.0,155.5439,Y,6
455,20120102,390,2,570153,11.91,32.049973,N,0
456,20120102,390,2,586937,3.0,22.682753,N,0
457,20120102,390,2,592729,11.31,5.7134843,N,0
458,20120102,390,3,3683,1.76,42.14701,Y,5
459,20120102,390,3,20376,7.54,8.184141,N,0
460,20120102,390,3,36907,7.94,7.9614334,N,0
461,20120102,390,3,90263,11.94,17.862175,Y,6
462,20120102,390,3,92418,2.34,24.439116,N,0
463,20120102,390,3,92433,2.34,8.68996,N,0
464,20120102,390,3,108037,3.98,8.362671,N,0
465,20120102,390,3,153171,8.0,4.5893965,N,0
466,20120102,390,3,194771,3.94,7.999899,N,0
467,20120102,390,3,194781,7.34,10.255483,Y,5
468,20120102,390,3,280116,8.94,5.136802,N,0
469,20120102,390,3,417014,4.0,4.0569787,N,0
470,20120102,390,3,447058,11.98,38.6511,Y,6
471,20120102,390,3,456076,4.0,15.924401,Y,5
472,20120102,390,3,471651,7.94,5.494484,N,0
473,20120102,390,3,496031,17.94,4.739935,Y,6
474,20120102,390,3,573599,4.54,25.390453,N,0
475,20120102,390,3,573602,4.54,24.57032,N,0
476,20120102,390,3,573607,4.54,12.814036,N,0
477,20120102,390,3,573609,4.54,14.606809,N,0
478,20120102,390,3,587131,5.54,6.2201796,N,0
479,20120102,390,3,590267,1.94,18.513578,N,0
480,20120102,390,4,82660,3.71,118.65097,Y,6
481,20120102,390,4,82686,1.45,30.029,N,0
482,20120102,390,4,82689,3.71,17.809925,N,0
483,20120102,390,4,82701,2.95,15.573517,N,0
484,20120102,390,4,183628,2.51,18.826576,N,0
485,20120102,390,4,255476,2.2,27.007908,N,0
486,20120102,390,4,255489,2.2,111.24316,Y,6
487,20120102,390,4,255494,1.45,33.380554,N,0
488,20120102,390,4,335781,2.36,154.56609,N,0
489,20120102,390,4,345376,2.52,28.849874,N,0
490,20120102,390,4,407217,1.91,280.09476,Y,6
491,20120102,390,4,409559,3.7,11.094581,N,0
492,20120102,390,4,411406,4.45,10.585801,N,0
493,20120102,390,4,431714,2.66,26.86963,N,0
494,20120102,390,4,455721,3.7,47.33163,Y,6
495,20120102,390,4,467757,5.95,10.680095,N,0
496,20120102,390,4,495886,5.96,21.540413,N,0
497,20120102,390,4,501396,3.7,36.09169,Y,5
498,20120102,390,4,530037,5.95,11.264289,N,0
499,20120102,390,4,532196,2.66,65.63134,N,0
500,20120102,390,4,536428,4.46,23.991684,N,0
501,20120102,390,4,555947,5.96,8.941598,N,0
502,20120102,398,1,95467,10.0,4.0785937,N,0
503,20120102,398,1,95470,10.0,3.3552647,N,0
504,20120102,398,1,346373,10.0,3.4424114,N,0
505,20120102,398,1,544579,4.0,10.03615,N,0
506,20120102,398,2,8598,6.39,87.961624,Y,6
507,20120102,398,2,22631,12.84,11.546553,N,0
508,20120102,398,2,419546,23.94,3.736919,N,0
509,20120102,398,2,423218,14.91,26.82305,Y,6
510,20120102,398,2,451332,29.82,2.0524495,N,0
511,20120102,398,2,482591,23.94,3.1805391,N,0
512,20120102,398,2,487331,9.0,17.89519,N,0
513,20120102,398,2,487334,9.0,8.913025,N,0
514,20120102,398,2,533283,6.0,21.869795,N,0
515,20120102,398,2,540535,6.0,9.066906,N,0
516,20120102,398,2,568499,3.0,218.35785,Y,6
517,20120102,398,2,570153,11.91,27.693518,N,0
518,20120102,398,2,586937,3.0,25.047478,N,0
519,20120102,398,2,592729,11.31,5.3434277,N,0
520,20120102,398,3,3683,1.76,56.22619,Y,5
521,20120102,398,3,20376,7.54,7.526564,N,0
522,20120102,398,3,36907,7.94,7.3492393,N,0
523,20120102,398,3,90263,11.94,17.050547,Y,6
524,20120102,398,3,108037,3.98,8.772695,N,0
525,20120102,398,3,194771,3.94,7.6447635,N,0
